"Idea ID"	"Submitted Date/Time"	"Idea Status"	"Creator ID"	"Creator Department"	"Number of times the Idea has been shared"	"Number of Votes"	"Number of Comments"	"Number of Views"	"Keywords"
2650	"2020-02-19 14:50:44"	"Concept"	"c8470ef050fe4d7b9ca2b71e7975a796"	" "	0	0	0	1	" "
2634	"2020-02-17 12:54:15"	"Consultation"	"446bbf5489304e4093fbc9bf57547a4b"	" "	0	0	1	5	" "
2633	"2020-02-17 12:47:36"	"Not Selected"	"446bbf5489304e4093fbc9bf57547a4b"	" "	0	2	2	25	" "
2632	"2020-02-17 12:42:13"	"Not Selected"	"446bbf5489304e4093fbc9bf57547a4b"	" "	0	0	1	3	" "
2631	"2020-02-17 12:38:28"	"Consultation"	"446bbf5489304e4093fbc9bf57547a4b"	" "	0	1	0	8	" "
2630	"2020-02-17 12:33:07"	"Consultation"	"446bbf5489304e4093fbc9bf57547a4b"	" "	0	1	5	16	"MOD"
2627	"2020-02-12 14:45:42"	"Consultation"	"d2902bea2b674325b366066f0ef71bb8"	" "	0	0	1	8	" "
2626	"2020-02-12 13:52:59"	"Not Selected"	"c8470ef050fe4d7b9ca2b71e7975a796"	" "	0	0	1	6	" "
2624	"2020-02-11 14:40:56"	"Consultation"	"cd0dc8bfe5de4434b225bfc690e6db59"	" "	0	0	1	5	" "
2616	"2020-02-10 15:33:30"	"Concept"	"c8470ef050fe4d7b9ca2b71e7975a796"	" "	0	0	0	3	" "
2591	"2020-01-30 12:00:39"	"Concept"	"864ff4be748e403ca597c48e064b84ad"	" "	0	0	0	4	"EVALUATION"
2584	"2020-01-29 10:44:14"	"Consultation"	"cafee1261db041efafe39923befc8ddf"	" "	0	0	1	14	"TAXONOMY EVALUATE"
2577	"2020-01-27 16:42:12"	"In Evaluation"	"71068e589a254e1285c91635f0254562"	" "	0	0	0	7	"FORM, FORM BUILDER"
2576	"2020-01-27 15:27:11"	"Consultation"	"71068e589a254e1285c91635f0254562"	" "	0	1	2	8	"CANVAS, BUSINESS MODEL CANVAS, SWOT, LEAN CANVAS"
2569	"2020-01-23 15:01:05"	"Completed"	"71068e589a254e1285c91635f0254562"	" "	0	0	9	21	"CATEGORIES"
2568	"2020-01-23 14:52:06"	"Consultation"	"71068e589a254e1285c91635f0254562"	" "	0	0	5	9	" "
2567	"2020-01-23 14:49:06"	"Consultation"	"71068e589a254e1285c91635f0254562"	" "	0	0	2	9	" "
2556	"2020-01-22 11:22:32"	"Revision"	"c8470ef050fe4d7b9ca2b71e7975a796"	" "	0	0	5	38	" "
2546	"2020-01-17 09:38:29"	"Completed"	"71068e589a254e1285c91635f0254562"	" "	0	0	1	9	" "
2545	"2020-01-15 13:20:41"	"Completed"	"cafee1261db041efafe39923befc8ddf"	" "	0	0	2	8	"MOVE, APPROVE"
2544	"2020-01-15 11:40:25"	"Completed"	"cafee1261db041efafe39923befc8ddf"	" "	0	2	1	12	" "
2543	"2020-01-15 09:27:32"	"Concept"	"c8470ef050fe4d7b9ca2b71e7975a796"	" "	0	0	0	2	" "
2539	"2020-01-14 09:13:25"	"Consultation"	"cafee1261db041efafe39923befc8ddf"	" "	0	1	0	1	"NOTIFICATIONS"
2527	"2020-01-10 15:27:11"	"Consultation"	"c8470ef050fe4d7b9ca2b71e7975a796"	" "	0	0	1	10	" "
2526	"2020-01-10 15:25:42"	"Concept"	"c8470ef050fe4d7b9ca2b71e7975a796"	" "	0	0	0	1	" "
2525	"2020-01-10 11:10:18"	"Completed"	"71068e589a254e1285c91635f0254562"	" "	0	2	0	8	"FAST TRACK"
2524	"2020-01-10 10:47:08"	"Concept"	"cd0dc8bfe5de4434b225bfc690e6db59"	" "	0	0	0	1	" "
2523	"2020-01-10 09:11:40"	"Consultation"	"c8470ef050fe4d7b9ca2b71e7975a796"	" "	0	2	1	12	" "
2522	"2020-01-08 11:33:38"	"Consultation"	"c8470ef050fe4d7b9ca2b71e7975a796"	" "	0	0	2	14	" "
2520	"2020-01-07 14:45:55"	"Consultation"	"c8470ef050fe4d7b9ca2b71e7975a796"	" "	0	1	4	29	" "
2518	"2020-01-07 11:31:19"	"Consultation"	"c8470ef050fe4d7b9ca2b71e7975a796"	" "	0	3	1	11	" "
2511	"2020-01-02 16:32:52"	"Approved"	"e183df7a08be40f69bb6e3c869b09799"	" "	0	1	4	22	"EVALUATION"
2499	"2019-12-16 17:15:04"	"Not Selected"	"319b186664ce448e946c31f5de9a0bd9"	" "	0	0	4	19	" "
2478	"2019-12-05 11:16:22"	"Not Selected"	"cafee1261db041efafe39923befc8ddf"	" "	0	0	0	3	"HOMEPAGE, GENERAL BLOCK, COLUMNS"
2476	"2019-12-04 11:18:21"	"Not Selected"	"c8470ef050fe4d7b9ca2b71e7975a796"	" "	0	0	1	6	" "
2474	"2019-12-04 07:32:54"	"Consultation"	"10d827a93e036b4e4c64258c397a1d41"	"Exec"	0	0	1	5	"DATA"
2300	"2019-11-27 10:23:15"	"Approved"	"cafee1261db041efafe39923befc8ddf"	" "	0	0	2	13	"NESTED IDEA SPACES, BREADCRUMBS"
2251	"2019-11-26 10:02:50"	"Consultation"	"cafee1261db041efafe39923befc8ddf"	" "	0	1	4	9	"WMAHSN, DISCLAIMER"
2250	"2019-11-26 09:21:44"	"Consultation"	"cafee1261db041efafe39923befc8ddf"	" "	0	1	2	7	"WMAHSN, JUMP DOWN"
2249	"2019-11-26 09:14:01"	"Consultation"	"cafee1261db041efafe39923befc8ddf"	" "	0	1	2	8	"PROFILE PICTURE, PROFILE FIELDS, WMAHSN, SOUTH EAST WATER"
2248	"2019-11-26 09:10:43"	"Consultation"	"cafee1261db041efafe39923befc8ddf"	" "	0	2	4	17	"TAXONOMY, WMAHSN"
2207	"2019-11-21 14:28:47"	"Consultation"	"10d827a93e036b4e4c64258c397a1d41"	"Exec"	0	0	4	24	"SEARCH"
2163	"2019-11-20 11:04:12"	"Consultation"	"d2902bea2b674325b366066f0ef71bb8"	" "	0	1	4	10	" "
2097	"2019-11-12 14:28:33"	"Consultation"	"c8470ef050fe4d7b9ca2b71e7975a796"	" "	0	1	0	11	" "
2080	"2019-11-11 15:16:58"	"Approved"	"cd0dc8bfe5de4434b225bfc690e6db59"	" "	0	1	1	6	" "
2050	"2019-11-07 13:42:13"	"Consultation"	"10d827a93e036b4e4c64258c397a1f35"	"Management"	0	0	1	13	"LINKING, UX"
2049	"2019-11-07 10:28:56"	"Consultation"	"c8470ef050fe4d7b9ca2b71e7975a796"	" "	0	4	5	26	" "
2048	"2019-11-07 10:24:44"	"Not Selected"	"c8470ef050fe4d7b9ca2b71e7975a796"	" "	0	0	1	21	" "
2047	"2019-11-07 10:16:14"	"Not Selected"	"c8470ef050fe4d7b9ca2b71e7975a796"	" "	0	0	2	9	" "
2046	"2019-11-07 09:44:42"	"Consultation"	"c8470ef050fe4d7b9ca2b71e7975a796"	" "	0	1	1	5	" "
2045	"2019-11-07 09:40:04"	"Consultation"	"c8470ef050fe4d7b9ca2b71e7975a796"	" "	0	0	4	8	" "
2037	"2019-11-06 09:17:11"	"Consultation"	"d2902bea2b674325b366066f0ef71bb8"	" "	0	3	3	18	" "
1991	"2019-10-30 15:44:15"	"Consultation"	"d2902bea2b674325b366066f0ef71bb8"	" "	0	0	2	8	" "
1990	"2019-10-30 15:39:06"	"Consultation"	"cafee1261db041efafe39923befc8ddf"	" "	0	0	1	3	" "
1989	"2019-10-30 15:36:18"	"Consultation"	"cafee1261db041efafe39923befc8ddf"	" "	0	0	1	2	"LIKE, VOTING"
1988	"2019-10-30 11:10:15"	"Concept"	"cafee1261db041efafe39923befc8ddf"	" "	0	0	0	15	"ELKEM, NOTIFICATIONS"
1987	"2019-10-30 11:08:54"	"Consultation"	"cafee1261db041efafe39923befc8ddf"	" "	0	2	3	5	"DEVELOPMENT, NOTIFICATIONS"
1976	"2019-10-28 18:10:53"	"Not Selected"	"71068e589a254e1285c91635f0254562"	" "	0	0	4	5	" "
1974	"2019-10-23 16:23:49"	"Consultation"	"cd0dc8bfe5de4434b225bfc690e6db59"	" "	0	1	1	8	" "
1959	"2019-10-22 09:34:21"	"Consultation"	"cafee1261db041efafe39923befc8ddf"	" "	0	2	0	14	" "
1958	"2019-10-21 13:24:05"	"Concept"	"319b186664ce448e946c31f5de9a0bd9"	" "	0	1	0	6	" "
1955	"2019-10-16 13:38:42"	"Not Selected"	"cafee1261db041efafe39923befc8ddf"	" "	0	1	1	28	"EVALUATION, DEVELOPMENT, TEAM MEMBER"
1951	"2019-10-15 16:17:03"	"Consultation"	"cafee1261db041efafe39923befc8ddf"	" "	0	1	6	22	"STATUS UPDATE"
1948	"2019-10-11 14:24:06"	"Completed"	"319b186664ce448e946c31f5de9a0bd9"	" "	0	1	3	21	" "
1946	"2019-10-09 12:35:28"	"Consultation"	"e183df7a08be40f69bb6e3c869b09799"	" "	0	0	1	8	"GOOGLE, MAP"
1945	"2019-10-09 09:39:23"	"Not Selected"	"71068e589a254e1285c91635f0254562"	" "	0	2	3	13	" "
1944	"2019-10-08 16:13:54"	"Consultation"	"319b186664ce448e946c31f5de9a0bd9"	" "	0	0	1	7	" "
1943	"2019-10-08 16:00:07"	"Not Selected"	"cafee1261db041efafe39923befc8ddf"	" "	0	2	4	25	"ANONYMOUS CONTENT, SEE CONTENT"
1940	"2019-10-08 10:24:07"	"Consultation"	"71068e589a254e1285c91635f0254562"	" "	0	0	1	5	"ARCHIVE, ARCHIVED"
1918	"2019-10-06 11:25:10"	"Consultation"	"10d827a93e036b4e4c64258c397a1d41"	"Exec"	0	0	1	7	"ADMIN NOTICE"
1909	"2019-10-03 11:21:58"	"Not Selected"	"864ff4be748e403ca597c48e064b84ad"	" "	0	0	4	15	" "
1908	"2019-10-02 11:16:53"	"Consultation"	"cafee1261db041efafe39923befc8ddf"	" "	0	0	1	6	"TREND GRAPH, DATA VISUALISATION"
1897	"2019-09-23 16:46:16"	"Consultation"	"71068e589a254e1285c91635f0254562"	" "	0	1	8	30	" "
1894	"2019-09-21 11:26:29"	"Consultation"	"319b186664ce448e946c31f5de9a0bd9"	" "	0	1	2	15	" "
1891	"2019-09-19 09:21:35"	"Not Selected"	"cafee1261db041efafe39923befc8ddf"	" "	0	1	4	14	"FILTERING, DISCOVER"
1890	"2019-09-19 09:19:38"	"Consultation"	"cafee1261db041efafe39923befc8ddf"	" "	0	0	2	11	"COMMENT, ENGAGEMENT"
1889	"2019-09-19 09:18:26"	"Consultation"	"cafee1261db041efafe39923befc8ddf"	" "	0	1	3	24	"BANNER IMAGE, ATTACHMENTS"
1883	"2019-09-18 10:17:05"	"Consultation"	"cd0dc8bfe5de4434b225bfc690e6db59"	" "	0	0	1	5	" "
1874	"2019-09-10 09:23:32"	"Consultation"	"319b186664ce448e946c31f5de9a0bd9"	" "	0	0	2	6	" "
1872	"2019-09-10 08:59:26"	"Approved"	"10d827a93e036b4e4c64258c397a1f35"	"Management"	0	0	2	16	"SURVEY, ENGAGEMENT, INSIGHT, DATA"
1867	"2019-09-09 14:09:34"	"Revision"	"71068e589a254e1285c91635f0254562"	" "	0	0	2	26	"EVALUATION, IDEA, WORKFLOW"
1864	"2019-09-06 17:43:08"	"Consultation"	"319b186664ce448e946c31f5de9a0bd9"	" "	0	0	4	18	" "
1863	"2019-09-06 14:29:23"	"Consultation"	"cafee1261db041efafe39923befc8ddf"	" "	0	1	1	5	"HOMEPAGE, HOMEPAGE BLOCKS, ADMIN RIGHTS, HOMEPAGE ADMIN RIGHTS"
1846	"2019-09-02 10:39:22"	"Consultation"	"cafee1261db041efafe39923befc8ddf"	" "	0	0	1	8	"PROFILE PICTURE, SSO, INTEGRATION"
1838	"2019-08-30 13:29:04"	"Concept"	"cafee1261db041efafe39923befc8ddf"	" "	0	0	0	7	"RECOMMENDATIONS, REVERSE, DIFFERENT"
1837	"2019-08-30 13:27:34"	"Not Selected"	"cafee1261db041efafe39923befc8ddf"	" "	0	0	1	8	" "
1834	"2019-08-29 09:35:06"	"Consultation"	"319b186664ce448e946c31f5de9a0bd9"	" "	0	0	2	11	" "
1812	"2019-08-23 10:53:22"	"Not Selected"	"10d827a93e036b4e4c64258c397a1f35"	"Management"	0	0	1	4	"QUICKBAR, SEARCH"
1802	"2019-08-22 09:03:55"	"Concept"	"cafee1261db041efafe39923befc8ddf"	" "	0	0	0	9	"NOTIFICATIONS, SUBJECT LINE"
1801	"2019-08-22 09:02:24"	"Concept"	"cafee1261db041efafe39923befc8ddf"	" "	0	0	0	3	"STATISTICS, USER EXPERIENCE"
1800	"2019-08-22 09:00:37"	"Consultation"	"cafee1261db041efafe39923befc8ddf"	" "	0	0	1	3	"PRIVATE STAGE, USER EXPERIENCE"
1794	"2019-08-21 11:29:12"	"Concept"	"319b186664ce448e946c31f5de9a0bd9"	" "	0	0	0	14	" "
1791	"2019-08-20 09:20:06"	"Consultation"	"58486f6f3e834e60b49c8f448b4c0fb4"	"Operations"	0	0	4	16	"CONNECT"
1784	"2019-08-15 16:40:18"	"Consultation"	"71068e589a254e1285c91635f0254562"	" "	0	0	1	8	"DATA"
1775	"2019-08-13 13:50:46"	"Consultation"	"c8470ef050fe4d7b9ca2b71e7975a796"	" "	0	1	0	5	" "
1728	"2019-08-08 11:35:17"	"Consultation"	"319b186664ce448e946c31f5de9a0bd9"	" "	0	2	0	3	" "
1718	"2019-07-30 17:40:22"	"Completed"	"e183df7a08be40f69bb6e3c869b09799"	" "	0	2	0	10	"CO-CREATION COMMUNITY, HOME PAGE, HOMEPAGE_BLOCKS"
1688	"2019-07-26 08:35:57"	"Completed"	"10d827a93e036b4e4c64258c397a1d41"	"Exec"	0	2	6	26	"LINKING IDEAS"
1686	"2019-07-25 14:52:04"	"Completed"	"cd0dc8bfe5de4434b225bfc690e6db59"	" "	0	1	2	15	" "
1680	"2019-07-23 16:30:29"	"Consultation"	"c8470ef050fe4d7b9ca2b71e7975a796"	" "	0	1	1	3	" "
1677	"2019-07-22 17:02:17"	"Consultation"	"c8470ef050fe4d7b9ca2b71e7975a796"	" "	0	1	1	15	" "
1676	"2019-07-22 16:58:35"	"Consultation"	"c8470ef050fe4d7b9ca2b71e7975a796"	" "	0	1	5	14	" "
1664	"2019-07-12 14:05:36"	"Consultation"	"10d827a93e036b4e4c64258c397a1f35"	"Management"	0	0	1	2	"MOBILE, INTEGRATION"
1663	"2019-07-08 16:03:11"	"Concept"	"71068e589a254e1285c91635f0254562"	" "	0	0	0	1	"TOKENS, VOTING"
1662	"2019-07-08 12:14:36"	"Consultation"	"71068e589a254e1285c91635f0254562"	" "	0	0	2	6	"DELETE, PROFILE"
1659	"2019-07-02 16:39:46"	"Not Selected"	"c8470ef050fe4d7b9ca2b71e7975a796"	" "	0	2	0	11	" "
1657	"2019-06-28 16:10:12"	"Consultation"	"71068e589a254e1285c91635f0254562"	" "	0	5	11	41	" "
1656	"2019-06-28 15:49:33"	"Consultation"	"71068e589a254e1285c91635f0254562"	" "	0	1	1	7	" "
1655	"2019-06-28 15:47:47"	"Consultation"	"71068e589a254e1285c91635f0254562"	" "	0	0	2	8	" "
1653	"2019-06-26 11:08:40"	"Not Selected"	"c8470ef050fe4d7b9ca2b71e7975a796"	" "	0	2	1	14	" "
1651	"2019-06-25 12:47:23"	"Concept"	"10d827a93e036b4e4c64258c397a1f35"	"Management"	0	0	0	3	" "
1647	"2019-06-20 16:16:40"	"Completed"	"71068e589a254e1285c91635f0254562"	" "	0	1	1	7	" "
1646	"2019-06-20 15:54:34"	"Completed"	"71068e589a254e1285c91635f0254562"	" "	0	1	2	14	" "
1645	"2019-06-20 15:46:26"	"Not Selected"	"71068e589a254e1285c91635f0254562"	" "	0	0	0	2	" "
1644	"2019-06-20 13:41:40"	"In Evaluation"	"cafee1261db041efafe39923befc8ddf"	" "	0	1	0	7	"FORM, FORM BUILDER, FIELD SETTINGS"
1643	"2019-06-20 13:09:45"	"Consultation"	"10d827a93e036b4e4c64258c397a1f35"	"Management"	0	0	1	8	"MESSAGING, ENGAGEMENT, CHAT, COLLABORATION"
1641	"2019-06-18 17:24:51"	"Not Selected"	"cafee1261db041efafe39923befc8ddf"	" "	0	0	0	2	"IDEA BLOCK, HOME PAGE, HOMEPAGE_BLOCKS"
1640	"2019-06-18 15:46:07"	"Consultation"	"cafee1261db041efafe39923befc8ddf"	" "	0	2	1	5	"FAVICON, LOGO, ON BRAND"
1639	"2019-06-18 14:26:43"	"Not Selected"	"c8470ef050fe4d7b9ca2b71e7975a796"	" "	0	0	0	6	" "
1637	"2019-06-18 11:45:57"	"Consultation"	"c8470ef050fe4d7b9ca2b71e7975a796"	" "	0	1	1	13	" "
1636	"2019-06-18 09:57:58"	"Not Selected"	"cafee1261db041efafe39923befc8ddf"	" "	0	0	3	9	"WORKFLOW, COUNT, MOVED IDEAS, ARCHIVED"
1632	"2019-06-12 15:02:18"	"Consultation"	"4266010195c79caa7c89b35dd9ca3d50"	" "	0	0	3	16	"UI/UX, IDEA SPACE, CO-CREATION COMMUNITY, MEMBERS"
1630	"2019-06-11 14:46:36"	"Not Selected"	"10d827a93e036b4e4c64258c397a1f35"	"Management"	0	0	0	5	"ACTIVITY, SIGNPOSTING"
1629	"2019-06-10 17:10:06"	"Consultation"	"cafee1261db041efafe39923befc8ddf"	" "	0	1	2	8	"PROFILE, PROFILE PICTURE, REQUIRED"
1628	"2019-06-05 14:01:32"	"In Evaluation"	"cd0dc8bfe5de4434b225bfc690e6db59"	" "	0	3	3	47	" "
1627	"2019-06-04 16:11:07"	"In Evaluation"	"cafee1261db041efafe39923befc8ddf"	" "	0	1	1	6	"DESCRIPTIVE TEXT, FORM BUILDER"
1626	"2019-06-04 16:09:46"	"Not Selected"	"cafee1261db041efafe39923befc8ddf"	" "	0	0	0	2	"FORM, FORM BUILDER, HELP"
1624	"2019-06-04 15:54:54"	"Consultation"	"cafee1261db041efafe39923befc8ddf"	" "	0	0	2	5	"YOUTUBE, VIDEO"
1622	"2019-06-04 13:51:35"	"Consultation"	"c8470ef050fe4d7b9ca2b71e7975a796"	" "	0	1	6	19	" "
1616	"2019-05-29 10:00:20"	"Consultation"	"444d2451f8e78abb9369621addb20c88"	" "	0	6	4	34	" "
1614	"2019-05-24 15:32:47"	"Consultation"	"cafee1261db041efafe39923befc8ddf"	" "	0	3	0	81	"INTEGRATION, FACEBOOK"
1610	"2019-05-21 15:34:46"	"Not Selected"	"edd6e50a36413aec06106bc7300d85a7"	"Sales"	0	1	2	8	"CUSTOM CARDS, HOME PAGE, COPENHAGENFINTECH, FINTECH"
1607	"2019-05-20 14:01:14"	"In Evaluation"	"cafee1261db041efafe39923befc8ddf"	" "	0	4	1	26	"LANGUAGE, INVITES"
1606	"2019-05-20 13:58:19"	"Consultation"	"cafee1261db041efafe39923befc8ddf"	" "	0	0	1	23	"INTEGRATIO, SHAREPOINT"
1603	"2019-05-17 16:50:46"	"Consultation"	"cafee1261db041efafe39923befc8ddf"	" "	0	1	1	4	"ADMIN, INVITE"
1597	"2019-05-15 16:36:48"	"Completed"	"cafee1261db041efafe39923befc8ddf"	" "	0	2	1	10	"OUTCOMES, REJECT"
1591	"2019-05-15 10:42:10"	"Not Selected"	"cafee1261db041efafe39923befc8ddf"	" "	0	2	4	23	"MOVE, MOVE IDEAS, PDF"
1589	"2019-05-14 22:56:48"	"Concept"	"4266010195c79caa7c89b35dd9ca3d50"	" "	0	0	0	5	"AI"
1588	"2019-05-14 09:08:33"	"Completed"	"cafee1261db041efafe39923befc8ddf"	" "	0	3	19	93	"CANVAS, MOVE, MOVE IDEAS, REJECT"
1586	"2019-05-13 13:04:23"	"Not Selected"	"cafee1261db041efafe39923befc8ddf"	" "	0	0	2	5	" "
1583	"2019-05-10 16:27:55"	"In Evaluation"	"444d2451f8e78abb9369621addb20c88"	" "	0	2	3	17	" "
1580	"2019-05-10 13:30:06"	"Concept"	"cafee1261db041efafe39923befc8ddf"	" "	0	0	0	2	" "
1577	"2019-05-09 11:40:47"	"Consultation"	"fb296ed935e1446da06eec8a94d1c19c"	"Customer Excellence"	0	3	7	30	"EMAIL, ACCOUNT, USER EXPERIENCE, CX"
1574	"2019-05-08 17:08:00"	"Consultation"	"c8470ef050fe4d7b9ca2b71e7975a796"	" "	0	3	2	33	" "
1565	"2019-05-02 14:55:28"	"Completed"	"cafee1261db041efafe39923befc8ddf"	" "	0	2	4	24	"ADHOC, STATUS, STATUS UPDATE"
1547	"2019-04-29 16:22:32"	"Consultation"	"c8470ef050fe4d7b9ca2b71e7975a796"	" "	0	0	4	21	" "
1546	"2019-04-29 16:15:01"	"Not Selected"	"c8470ef050fe4d7b9ca2b71e7975a796"	" "	0	0	2	15	" "
1545	"2019-04-29 16:04:16"	"Consultation"	"c8470ef050fe4d7b9ca2b71e7975a796"	" "	0	1	3	20	"DIGITAL WHITEBOARD"
1543	"2019-04-29 11:01:03"	"Consultation"	"10d827a93e036b4e4c64258c397a1f35"	"Management"	0	1	0	7	"ENGAGEMENT, ADD_IDEA"
1538	"2019-04-26 11:57:11"	"Consultation"	"71068e589a254e1285c91635f0254562"	" "	0	1	6	17	"FEATURE"
1535	"2019-04-23 17:27:57"	"Completed"	"cafee1261db041efafe39923befc8ddf"	" "	0	3	4	22	"USER EXPERIENCE, IDEA CARDS, CHALLENGE IDEA TAB"
1534	"2019-04-23 13:53:50"	"Consultation"	"e183df7a08be40f69bb6e3c869b09799"	" "	0	1	2	24	"FIDELITY, CO-CREATION COMMUNITY"
1519	"2019-04-08 08:51:05"	"Consultation"	"71068e589a254e1285c91635f0254562"	" "	0	0	1	22	" "
1479	"2019-04-01 10:07:38"	"Concept"	"cafee1261db041efafe39923befc8ddf"	" "	0	0	0	7	"KNOWLEDGE SHARING, ASK AND FIND, SCRAPING"
1462	"2019-03-25 16:14:57"	"Consultation"	"cafee1261db041efafe39923befc8ddf"	" "	0	1	2	11	"CUSTOMISATION, HOME PAGE, HOMEPAGE_BLOCKS"
1461	"2019-03-25 15:36:55"	"Consultation"	"cafee1261db041efafe39923befc8ddf"	" "	0	0	2	10	"DATA, DATA VISUALISATION, OUTCOMES"
1455	"2019-03-20 11:25:33"	"Not Selected"	"cafee1261db041efafe39923befc8ddf"	" "	0	2	0	19	"REGISTRATION, LANGUAGE, SELECT LANGUAGE"
1453	"2019-03-18 15:19:41"	"Not Selected"	"319b186664ce448e946c31f5de9a0bd9"	" "	0	1	2	30	" "
1452	"2019-03-18 14:43:40"	"Consultation"	"fb296ed935e1446da06eec8a94d1c19c"	"Customer Excellence"	0	4	2	30	"NOTIFICATIONS, CENTRE"
1451	"2019-03-18 10:48:38"	"Not Selected"	"81604cca628f46c9b5fa465d210f2474"	" "	0	2	6	33	"PERSONALISATION, HOME PAGE, HOMEPAGE_BLOCKS"
1450	"2019-03-15 16:02:42"	"Consultation"	"71068e589a254e1285c91635f0254562"	" "	0	1	0	8	" "
1449	"2019-03-15 16:00:30"	"Consultation"	"81604cca628f46c9b5fa465d210f2474"	" "	0	5	3	30	"ACTIVITY STREAM, ACTIVITY, SOCIAL, EMPLOYEE ENGAGEMENT, USER EXPERIENCE"
1440	"2019-03-07 09:28:37"	"Consultation"	"fb296ed935e1446da06eec8a94d1c19c"	"Customer Excellence"	0	2	4	20	"VOTING, COMMENTS"
1437	"2019-03-06 09:36:12"	"Consultation"	"cafee1261db041efafe39923befc8ddf"	" "	0	3	4	21	"CLONING, CHALLENGE CREATION, OUTCOMES"
1432	"2019-03-04 10:23:10"	"In Evaluation"	"fb296ed935e1446da06eec8a94d1c19c"	"Customer Excellence"	0	3	4	24	"CX, PROFILE FIELDS, ADMIN"
1434	"2019-03-01 16:49:12"	"Not Selected"	"cafee1261db041efafe39923befc8ddf"	" "	0	0	2	13	"RAMBOLL, DATA"
1433	"2019-02-28 14:44:28"	"Completed"	"4266010195c79caa7c89b35dd9ca3d50"	" "	0	1	0	3	"DRAFT"
1431	"2019-02-26 16:47:48"	"Consultation"	"319b186664ce448e946c31f5de9a0bd9"	" "	0	2	7	17	" "
1430	"2019-02-26 10:29:13"	"Consultation"	"4266010195c79caa7c89b35dd9ca3d50"	" "	0	3	0	25	"LANGUAGE, UI/UX"
1428	"2019-02-22 08:56:59"	"Consultation"	"fb296ed935e1446da06eec8a94d1c19c"	"Customer Excellence"	0	1	1	9	"ON HOLD, TASKS, CHALLENGE"
1414	"2019-02-20 16:03:55"	"Completed"	"fb296ed935e1446da06eec8a94d1c19c"	"Customer Excellence"	0	7	4	59	"REPORTING, SUITE, DATA, ANALYTICS, CX"
1427	"2019-02-20 12:29:47"	"Consultation"	"4266010195c79caa7c89b35dd9ca3d50"	" "	0	2	1	14	"HELP, USER GUIDES, ZENDESK"
1426	"2019-02-19 16:47:16"	"Consultation"	"fb296ed935e1446da06eec8a94d1c19c"	"Customer Excellence"	0	2	2	17	" "
1425	"2019-02-19 14:21:26"	"Consultation"	"4266010195c79caa7c89b35dd9ca3d50"	" "	0	2	0	10	"FILTERS, FORMS"
1423	"2019-02-15 15:16:35"	"Consultation"	"cafee1261db041efafe39923befc8ddf"	" "	0	2	8	27	"CLONE, CHALLENGE CREATION"
1422	"2019-02-15 14:33:56"	"Consultation"	"81604cca628f46c9b5fa465d210f2474"	" "	0	1	2	20	"ANALYTICS, REPORTING, FILTERS"
1421	"2019-02-15 12:00:32"	"Consultation"	"319b186664ce448e946c31f5de9a0bd9"	" "	0	0	5	10	" "
1419	"2019-02-14 15:27:57"	"Consultation"	"fb296ed935e1446da06eec8a94d1c19c"	"Customer Excellence"	0	0	1	15	"COMMENT, MODERATION, REPORTING"
1416	"2019-02-13 17:06:26"	"Concept"	"e183df7a08be40f69bb6e3c869b09799"	" "	0	0	0	8	" "
1415	"2019-02-13 14:48:23"	"Consultation"	"4266010195c79caa7c89b35dd9ca3d50"	" "	0	1	0	5	"TOKENS"
1413	"2019-02-12 14:37:24"	"Consultation"	"cafee1261db041efafe39923befc8ddf"	" "	0	1	5	35	"VISUALIZATION, ENGAGEMENT"
1411	"2019-02-08 16:04:07"	"Concept"	"cafee1261db041efafe39923befc8ddf"	" "	0	0	0	5	" "
1410	"2019-02-08 08:26:25"	"Completed"	"4266010195c79caa7c89b35dd9ca3d50"	" "	0	6	5	16	"UI/UX"
1409	"2019-02-06 16:01:53"	"Consultation"	"10d827a93e036b4e4c64258c397a1d41"	"Exec"	0	0	1	9	" "
1408	"2019-02-06 14:09:37"	"Consultation"	"cafee1261db041efafe39923befc8ddf"	" "	0	3	4	18	" "
1403	"2019-02-01 14:25:14"	"Consultation"	"4266010195c79caa7c89b35dd9ca3d50"	" "	0	4	3	22	"TEAM, IDEAS, IDEA CARDS"
1400	"2019-01-29 10:53:46"	"Consultation"	"cafee1261db041efafe39923befc8ddf"	" "	0	0	2	13	"GAMIFICATION, ENGAGEMENT, REWARD & RECOGNITION"
1398	"2019-01-28 20:13:22"	"Consultation"	"10d827a93e036b4e4c64258c397a1f35"	"Management"	0	1	3	18	"BLOGGING, RE-USE, SOCIAL, KNOWLEDGE SHARING, KNOWLEDGEBASE"
1397	"2019-01-28 11:51:41"	"Consultation"	"cafee1261db041efafe39923befc8ddf"	" "	0	2	3	14	" "
1396	"2019-01-25 12:06:13"	"Consultation"	"319b186664ce448e946c31f5de9a0bd9"	" "	0	3	2	8	" "
1391	"2019-01-23 17:20:48"	"Consultation"	"cafee1261db041efafe39923befc8ddf"	" "	0	0	3	9	"IDEAS, NAVIGATION, VISUALIZATION"
1390	"2019-01-23 11:17:19"	"Consultation"	"fb296ed935e1446da06eec8a94d1c19c"	"Customer Excellence"	0	0	1	10	"FILTERS"
1387	"2019-01-22 14:58:43"	"Not Selected"	"10d827a93e036b4e4c64258c397a1d41"	"Exec"	0	0	0	17	"LANGUAGE"
